GID	Pathway	Pathway_Name	Pathway_Class
MD06G1232600	ko05170	Human immunodeficiency virus 1 infection	Human Diseases
MD06G1232600	ko05164	Influenza A	Human Diseases
MD06G1232600	ko05161	Hepatitis B	Human Diseases
MD06G1232600	ko05163	Human cytomegalovirus infection	Human Diseases
MD06G1232600	ko05167	Kaposi sarcoma-associated herpesvirus infection	Human Diseases
MD06G1232600	ko05165	Human papillomavirus infection	Human Diseases
MD06G1232600	ko01521	EGFR tyrosine kinase inhibitor resistance	Human Diseases
MD06G1232600	ko01522	Endocrine resistance	Human Diseases
MD06G1233000	ko03015	mRNA surveillance pathway	Genetic Information Processing
MD06G1233400	ko00730	Thiamine metabolism	Metabolism
MD06G1233400	ko00740	Riboflavin metabolism	Metabolism
MD06G1233400	ko04142	Lysosome	Cellular Processes
MD06G1233400	ko04380	Osteoclast differentiation	Organismal Systems
MD06G1233400	ko05323	Rheumatoid arthritis	Human Diseases
MD06G1233500	ko00740	Riboflavin metabolism	Metabolism
MD06G1233500	ko04142	Lysosome	Cellular Processes
MD06G1233500	ko04380	Osteoclast differentiation	Organismal Systems
MD06G1233500	ko05323	Rheumatoid arthritis	Human Diseases
MD06G1233600	ko00230	Purine metabolism	Metabolism
MD06G1233600	ko00240	Pyrimidine metabolism	Metabolism
MD06G1233600	ko03020	RNA polymerase	Genetic Information Processing
MD06G1233600	ko05016	Huntington disease	Human Diseases
MD06G1233800	ko00561	Glycerolipid metabolism	Metabolism
MD06G1233800	ko04923	Regulation of lipolysis in adipocytes	Organismal Systems
MD06G1233800	ko04723	Retrograde endocannabinoid signaling	Organismal Systems
MD06G1233800	ko04714	Thermogenesis	Organismal Systems
MD06G1233900	ko04075	Plant hormone signal transduction	Environmental Information Processing
MD06G1234000	ko00562	Inositol phosphate metabolism	Metabolism
MD06G1234000	ko04070	Phosphatidylinositol signaling system	Environmental Information Processing
MD06G1234200	ko00051	Fructose and mannose metabolism	Metabolism
MD06G1234200	ko00680	Methane metabolism	Metabolism
MD06G1234200	ko00561	Glycerolipid metabolism	Metabolism
MD06G1234200	ko04622	RIG-I-like receptor signaling pathway	Organismal Systems
MD06G1234300	ko04014	Ras signaling pathway	Environmental Information Processing
MD06G1234300	ko04015	Rap1 signaling pathway	Environmental Information Processing
MD06G1234300	ko04016	MAPK signaling pathway - plant	Environmental Information Processing
MD06G1234300	ko04371	Apelin signaling pathway	Environmental Information Processing
MD06G1234300	ko04020	Calcium signaling pathway	Environmental Information Processing
MD06G1234300	ko04070	Phosphatidylinositol signaling system	Environmental Information Processing
MD06G1234300	ko04024	cAMP signaling pathway	Environmental Information Processing
MD06G1234300	ko04022	cGMP-PKG signaling pathway	Environmental Information Processing
MD06G1234300	ko04114	Oocyte meiosis	Cellular Processes
MD06G1234300	ko04218	Cellular senescence	Cellular Processes
MD06G1234300	ko04625	C-type lectin receptor signaling pathway	Organismal Systems
MD06G1234300	ko04910	Insulin signaling pathway	Organismal Systems
MD06G1234300	ko04922	Glucagon signaling pathway	Organismal Systems
MD06G1234300	ko04912	GnRH signaling pathway	Organismal Systems
MD06G1234300	ko04915	Estrogen signaling pathway	Organismal Systems
MD06G1234300	ko04921	Oxytocin signaling pathway	Organismal Systems
MD06G1234300	ko04916	Melanogenesis	Organismal Systems
MD06G1234300	ko04924	Renin secretion	Organismal Systems
MD06G1234300	ko04925	Aldosterone synthesis and secretion	Organismal Systems
MD06G1234300	ko04261	Adrenergic signaling in cardiomyocytes	Organismal Systems
MD06G1234300	ko04270	Vascular smooth muscle contraction	Organismal Systems
MD06G1234300	ko04970	Salivary secretion	Organismal Systems
MD06G1234300	ko04971	Gastric acid secretion	Organismal Systems
MD06G1234300	ko04728	Dopaminergic synapse	Organismal Systems
MD06G1234300	ko04720	Long-term potentiation	Organismal Systems
MD06G1234300	ko04722	Neurotrophin signaling pathway	Organismal Systems
MD06G1234300	ko04744	Phototransduction	Organismal Systems
MD06G1234300	ko04745	Phototransduction - fly	Organismal Systems
MD06G1234300	ko04740	Olfactory transduction	Organismal Systems
MD06G1234300	ko04750	Inflammatory mediator regulation of TRP channels	Organismal Systems
MD06G1234300	ko04713	Circadian entrainment	Organismal Systems
MD06G1234300	ko04626	Plant-pathogen interaction	Organismal Systems
MD06G1234300	ko05200	Pathways in cancer	Human Diseases
MD06G1234300	ko05214	Glioma	Human Diseases
MD06G1234300	ko05010	Alzheimer disease	Human Diseases
MD06G1234300	ko05031	Amphetamine addiction	Human Diseases
MD06G1234300	ko05034	Alcoholism	Human Diseases
MD06G1234300	ko05418	Fluid shear stress and atherosclerosis	Human Diseases
MD06G1234300	ko05133	Pertussis	Human Diseases
MD06G1234300	ko05152	Tuberculosis	Human Diseases
MD06G1234300	ko05170	Human immunodeficiency virus 1 infection	Human Diseases
MD06G1234300	ko05163	Human cytomegalovirus infection	Human Diseases
MD06G1234300	ko05167	Kaposi sarcoma-associated herpesvirus infection	Human Diseases
MD06G1235400	ko00230	Purine metabolism	Metabolism
MD06G1235400	ko00240	Pyrimidine metabolism	Metabolism
MD06G1235400	ko03030	DNA replication	Genetic Information Processing
MD06G1235400	ko03410	Base excision repair	Genetic Information Processing
MD06G1235400	ko03420	Nucleotide excision repair	Genetic Information Processing
MD06G1235500	ko00650	Butanoate metabolism	Metabolism
MD06G1235500	ko00250	Alanine, aspartate and glutamate metabolism	Metabolism
MD06G1235500	ko00410	beta-Alanine metabolism	Metabolism
MD06G1235500	ko00430	Taurine and hypotaurine metabolism	Metabolism
MD06G1235500	ko02024	Quorum sensing	Cellular Processes
MD06G1235500	ko04727	GABAergic synapse	Organismal Systems
MD06G1235500	ko04940	Type I diabetes mellitus	Human Diseases
MD06G1236000	ko04626	Plant-pathogen interaction	Organismal Systems
MD06G1236100	ko04626	Plant-pathogen interaction	Organismal Systems
MD06G1236300	ko04626	Plant-pathogen interaction	Organismal Systems
MD06G1236600	ko03040	Spliceosome	Genetic Information Processing
MD06G1237200	ko00500	Starch and sucrose metabolism	Metabolism
MD06G1237800	ko03018	RNA degradation	Genetic Information Processing
MD06G1238800	ko04144	Endocytosis	Cellular Processes
MD06G1239500	ko00510	N-Glycan biosynthesis	Metabolism
MD06G1239500	ko00513	Various types of N-glycan biosynthesis	Metabolism
MD06G1239500	ko04141	Protein processing in endoplasmic reticulum	Genetic Information Processing
MD06G1239600	ko00230	Purine metabolism	Metabolism
MD06G1239600	ko00240	Pyrimidine metabolism	Metabolism
MD06G1239600	ko03020	RNA polymerase	Genetic Information Processing
MD06G1239600	ko05016	Huntington disease	Human Diseases
MD06G1239800	ko00020	Citrate cycle (TCA cycle)	Metabolism
MD06G1239800	ko00640	Propanoate metabolism	Metabolism
MD06G1239900	ko04214	Apoptosis - fly	Cellular Processes
MD06G1240400	ko03040	Spliceosome	Genetic Information Processing
MD06G1240800	ko00190	Oxidative phosphorylation	Metabolism
MD06G1240800	ko00195	Photosynthesis	Metabolism
MD06G1241000	ko00010	Glycolysis / Gluconeogenesis	Metabolism
MD06G1241000	ko00071	Fatty acid degradation	Metabolism
MD06G1241000	ko00350	Tyrosine metabolism	Metabolism
MD06G1241000	ko00830	Retinol metabolism	Metabolism
MD06G1241000	ko00625	Chloroalkane and chloroalkene degradation	Metabolism
MD06G1241000	ko00626	Naphthalene degradation	Metabolism
MD06G1241000	ko00980	Metabolism of xenobiotics by cytochrome P450	Metabolism
MD06G1241000	ko00982	Drug metabolism - cytochrome P450	Metabolism
MD06G1241000	ko00680	Methane metabolism	Metabolism
MD06G1241000	ko05204	Chemical carcinogenesis	Human Diseases
MD06G1241300	ko00040	Pentose and glucuronate interconversions	Metabolism
MD06G1241300	ko02024	Quorum sensing	Cellular Processes
MD06G1241400	ko03040	Spliceosome	Genetic Information Processing
MD06G1241400	ko03018	RNA degradation	Genetic Information Processing
MD07G1000400	ko04140	Autophagy - animal	Cellular Processes
MD07G1000400	ko04138	Autophagy - yeast	Cellular Processes
MD07G1000400	ko04136	Autophagy - other	Cellular Processes
MD07G1002400	ko04141	Protein processing in endoplasmic reticulum	Genetic Information Processing
MD07G1003000	ko00906	Carotenoid biosynthesis	Metabolism
MD07G1003400	ko00500	Starch and sucrose metabolism	Metabolism
MD07G1003400	ko00460	Cyanoamino acid metabolism	Metabolism
MD07G1003400	ko00940	Phenylpropanoid biosynthesis	Metabolism
MD07G1003600	ko00591	Linoleic acid metabolism	Metabolism
MD07G1003600	ko00592	alpha-Linolenic acid metabolism	Metabolism
MD07G1003700	ko00591	Linoleic acid metabolism	Metabolism
MD07G1003700	ko00592	alpha-Linolenic acid metabolism	Metabolism
MD07G1003900	ko00591	Linoleic acid metabolism	Metabolism
MD07G1003900	ko00592	alpha-Linolenic acid metabolism	Metabolism
MD07G1004500	ko00591	Linoleic acid metabolism	Metabolism
MD07G1004500	ko00592	alpha-Linolenic acid metabolism	Metabolism
MD07G1004600	ko00591	Linoleic acid metabolism	Metabolism
MD07G1004600	ko00592	alpha-Linolenic acid metabolism	Metabolism
MD07G1005000	ko04110	Cell cycle	Cellular Processes
MD07G1005000	ko04111	Cell cycle - yeast	Cellular Processes
MD07G1005200	ko03013	RNA transport	Genetic Information Processing
MD07G1005200	ko03015	mRNA surveillance pathway	Genetic Information Processing
MD07G1005200	ko03018	RNA degradation	Genetic Information Processing
MD07G1005300	ko03010	Ribosome	Genetic Information Processing
MD07G1006100	ko00140	Steroid hormone biosynthesis	Metabolism
MD07G1006100	ko04913	Ovarian steroidogenesis	Organismal Systems
MD07G1006100	ko04917	Prolactin signaling pathway	Organismal Systems
MD07G1006100	ko04927	Cortisol synthesis and secretion	Organismal Systems
MD07G1006100	ko04934	Cushing syndrome	Human Diseases
MD07G1006300	ko04144	Endocytosis	Cellular Processes
MD07G1006300	ko04972	Pancreatic secretion	Organismal Systems
MD07G1006300	ko04962	Vasopressin-regulated water reabsorption	Organismal Systems
MD07G1006300	ko04961	Endocrine and other factor-regulated calcium reabsorption	Organismal Systems
MD07G1007100	ko03010	Ribosome	Genetic Information Processing
MD07G1007200	ko03040	Spliceosome	Genetic Information Processing
MD07G1007200	ko03018	RNA degradation	Genetic Information Processing
MD07G1007500	ko03010	Ribosome	Genetic Information Processing
MD07G1008300	ko00100	Steroid biosynthesis	Metabolism
MD07G1008900	ko04020	Calcium signaling pathway	Environmental Information Processing
MD07G1008900	ko04022	cGMP-PKG signaling pathway	Environmental Information Processing
MD07G1008900	ko04217	Necroptosis	Cellular Processes
MD07G1008900	ko04218	Cellular senescence	Cellular Processes
MD07G1008900	ko05012	Parkinson disease	Human Diseases
MD07G1008900	ko05016	Huntington disease	Human Diseases
MD07G1008900	ko05166	Human T-cell leukemia virus 1 infection	Human Diseases
MD07G1009000	ko04020	Calcium signaling pathway	Environmental Information Processing
MD07G1009000	ko04022	cGMP-PKG signaling pathway	Environmental Information Processing
MD07G1009000	ko04217	Necroptosis	Cellular Processes
MD07G1009000	ko04218	Cellular senescence	Cellular Processes
MD07G1009000	ko05012	Parkinson disease	Human Diseases
MD07G1009000	ko05016	Huntington disease	Human Diseases
MD07G1009000	ko05166	Human T-cell leukemia virus 1 infection	Human Diseases
MD07G1009200	ko04020	Calcium signaling pathway	Environmental Information Processing
MD07G1009200	ko04022	cGMP-PKG signaling pathway	Environmental Information Processing
MD07G1009200	ko04217	Necroptosis	Cellular Processes
MD07G1009200	ko04218	Cellular senescence	Cellular Processes
MD07G1009200	ko05012	Parkinson disease	Human Diseases
MD07G1009200	ko05016	Huntington disease	Human Diseases
MD07G1009200	ko05166	Human T-cell leukemia virus 1 infection	Human Diseases
MD07G1010300	ko05200	Pathways in cancer	Human Diseases
MD07G1010300	ko05225	Hepatocellular carcinoma	Human Diseases
MD07G1010300	ko05226	Gastric cancer	Human Diseases
MD07G1010300	ko05166	Human T-cell leukemia virus 1 infection	Human Diseases
MD07G1010300	ko05165	Human papillomavirus infection	Human Diseases
MD07G1010400	ko00190	Oxidative phosphorylation	Metabolism
MD07G1010400	ko04714	Thermogenesis	Organismal Systems
MD07G1010400	ko05010	Alzheimer disease	Human Diseases
MD07G1010400	ko05012	Parkinson disease	Human Diseases
MD07G1010400	ko05016	Huntington disease	Human Diseases
MD07G1011300	ko04612	Antigen processing and presentation	Organismal Systems
MD07G1011300	ko05152	Tuberculosis	Human Diseases
MD07G1011600	ko00040	Pentose and glucuronate interconversions	Metabolism
MD07G1012100	ko00140	Steroid hormone biosynthesis	Metabolism
MD07G1012100	ko04913	Ovarian steroidogenesis	Organismal Systems
MD07G1012100	ko04917	Prolactin signaling pathway	Organismal Systems
MD07G1012100	ko04927	Cortisol synthesis and secretion	Organismal Systems
MD07G1012100	ko04934	Cushing syndrome	Human Diseases
MD07G1012100	ko00981	Insect hormone biosynthesis	Metabolism
MD07G1015600	ko04915	Estrogen signaling pathway	Organismal Systems
MD07G1015900	ko04915	Estrogen signaling pathway	Organismal Systems
MD07G1016900	ko04120	Ubiquitin mediated proteolysis	Genetic Information Processing
MD07G1017200	ko04915	Estrogen signaling pathway	Organismal Systems
MD07G1017300	ko04915	Estrogen signaling pathway	Organismal Systems
MD07G1017700	ko01524	Platinum drug resistance	Human Diseases
MD07G1017800	ko00520	Amino sugar and nucleotide sugar metabolism	Metabolism
MD07G1018200	ko00100	Steroid biosynthesis	Metabolism
MD07G1018400	ko00330	Arginine and proline metabolism	Metabolism
MD07G1018400	ko00410	beta-Alanine metabolism	Metabolism
MD07G1018500	ko00531	Glycosaminoglycan degradation	Metabolism
MD07G1018500	ko04142	Lysosome	Cellular Processes
MD07G1018700	ko00531	Glycosaminoglycan degradation	Metabolism
MD07G1018700	ko04142	Lysosome	Cellular Processes
MD07G1019900	ko03010	Ribosome	Genetic Information Processing
MD07G1022000	ko03010	Ribosome	Genetic Information Processing
MD07G1023200	ko04120	Ubiquitin mediated proteolysis	Genetic Information Processing
MD07G1023500	ko00100	Steroid biosynthesis	Metabolism
MD07G1023500	ko04142	Lysosome	Cellular Processes
MD07G1023500	ko04979	Cholesterol metabolism	Organismal Systems
MD07G1023500	ko00561	Glycerolipid metabolism	Metabolism
MD07G1023500	ko04975	Fat digestion and absorption	Organismal Systems
MD07G1024900	ko04141	Protein processing in endoplasmic reticulum	Genetic Information Processing
MD07G1026300	ko00564	Glycerophospholipid metabolism	Metabolism
MD07G1026300	ko04011	MAPK signaling pathway - yeast	Environmental Information Processing
MD07G1026600	ko00908	Zeatin biosynthesis	Metabolism
MD07G1027400	ko04139	Mitophagy - yeast	Cellular Processes
MD07G1028300	ko04626	Plant-pathogen interaction	Organismal Systems
MD07G1029300	ko04014	Ras signaling pathway	Environmental Information Processing
MD07G1029400	ko04626	Plant-pathogen interaction	Organismal Systems
MD07G1029500	ko04014	Ras signaling pathway	Environmental Information Processing
MD07G1029900	ko00230	Purine metabolism	Metabolism
MD07G1029900	ko00240	Pyrimidine metabolism	Metabolism
MD07G1029900	ko03030	DNA replication	Genetic Information Processing
MD07G1029900	ko03410	Base excision repair	Genetic Information Processing
MD07G1029900	ko03420	Nucleotide excision repair	Genetic Information Processing
MD07G1029900	ko03430	Mismatch repair	Genetic Information Processing
MD07G1029900	ko03440	Homologous recombination	Genetic Information Processing
MD07G1030500	ko03008	Ribosome biogenesis in eukaryotes	Genetic Information Processing
MD07G1031400	ko03010	Ribosome	Genetic Information Processing
MD07G1032400	ko03010	Ribosome	Genetic Information Processing
MD07G1032700	ko04110	Cell cycle	Cellular Processes
MD07G1032700	ko04111	Cell cycle - yeast	Cellular Processes
MD07G1032700	ko04113	Meiosis - yeast	Cellular Processes
MD07G1033100	ko00906	Carotenoid biosynthesis	Metabolism
MD07G1033200	ko00906	Carotenoid biosynthesis	Metabolism
MD07G1033300	ko03040	Spliceosome	Genetic Information Processing
MD07G1033500	ko03460	Fanconi anemia pathway	Genetic Information Processing
MD07G1033500	ko04014	Ras signaling pathway	Environmental Information Processing
MD07G1033800	ko03015	mRNA surveillance pathway	Genetic Information Processing
MD07G1034700	ko04016	MAPK signaling pathway - plant	Environmental Information Processing
MD07G1034700	ko04626	Plant-pathogen interaction	Organismal Systems
MD07G1034800	ko04016	MAPK signaling pathway - plant	Environmental Information Processing
MD07G1034800	ko04626	Plant-pathogen interaction	Organismal Systems
MD07G1034900	ko04016	MAPK signaling pathway - plant	Environmental Information Processing
MD07G1034900	ko04626	Plant-pathogen interaction	Organismal Systems
MD07G1035000	ko04016	MAPK signaling pathway - plant	Environmental Information Processing
MD07G1035000	ko04626	Plant-pathogen interaction	Organismal Systems
